chebi_id	children_count	depth[,]
CHEBI:48998	0	6, 8
CHEBI:48994	0	10, 12
CHEBI:48993	0	10, 12
CHEBI:48996	0	9, 10, 11, 12
CHEBI:48995	0	9, 10, 11, 12
CHEBI:48990	0	7, 8, 9, 11
CHEBI:48991	0	10, 11, 12
CHEBI:2448	0	8, 9, 11, 12, 14
CHEBI:2443	0	8, 9, 10, 11
CHEBI:2444	0	8, 9, 10, 11
CHEBI:2440	0	10, 12
CHEBI:18040	0	16, 12, 13, 14, 15
CHEBI:18041	0	11, 13
CHEBI:18044	5	9, 11
CHEBI:18042	0	11, 12, 13, 14
CHEBI:18043	0	9, 10, 11
CHEBI:18048	0	8, 10, 11, 12
CHEBI:18049	0	8, 9, 10, 11
CHEBI:18046	0	12, 13, 14, 15
CHEBI:18047	2	9, 10, 11, 12, 13, 14
CHEBI:43229	0	9, 10, 11, 12, 13, 14
CHEBI:48986	0	9, 11
CHEBI:48987	0	9, 10, 11, 12
CHEBI:48988	0	9, 10, 11, 12
CHEBI:48989	0	9, 11
CHEBI:43278	0	8, 9, 10, 11, 12
CHEBI:65241	0	8, 9, 10, 11, 12
CHEBI:65240	0	16, 11, 12, 13, 14, 15
CHEBI:43277	0	7, 8, 9, 10, 11, 12
CHEBI:65243	0	16, 12, 13, 14, 15
CHEBI:43279	0	6, 7, 8, 9, 10, 11
CHEBI:65242	0	5, 7, 8
CHEBI:52997	2	12, 14
CHEBI:52996	1	13, 15
CHEBI:18099	0	8, 9, 10
CHEBI:18098	0	17, 16, 19, 18, 13, 15
CHEBI:52995	0	7, 8, 9, 10
CHEBI:18097	0	16, 14
CHEBI:52994	0	7, 8, 9, 10
CHEBI:52993	0	7, 8, 9, 10, 11
CHEBI:18095	0	16, 11, 12, 13, 14, 15
CHEBI:52991	0	5, 6, 7, 8, 9
CHEBI:18094	0	11, 12, 13, 14
CHEBI:18093	0	10, 11, 12, 13, 14
CHEBI:52990	1	4, 5, 6, 7, 8
CHEBI:18091	0	8, 9, 10, 11, 12, 13
CHEBI:2431	0	9, 10, 11, 12
CHEBI:2430	0	9, 10
CHEBI:18092	0	10, 11
CHEBI:18090	0	10, 12
CHEBI:2435	0	9, 10, 11
CHEBI:2433	0	9, 10, 11, 12
CHEBI:65237	0	5
CHEBI:271685	0	7, 8
CHEBI:2439	0	8, 9, 10, 11, 12, 13, 14
CHEBI:65238	0	16, 11, 12, 13, 14, 15
CHEBI:2438	0	9, 11
CHEBI:2437	0	8, 9, 11, 13
CHEBI:2436	0	9, 10, 11
CHEBI:65233	0	10, 11, 12, 13, 14
CHEBI:65234	1	7
CHEBI:65235	0	10, 11, 12, 13, 14
CHEBI:65236	0	7
CHEBI:65253	0	4
CHEBI:65252	0	4
CHEBI:65251	0	4
CHEBI:65250	0	4
CHEBI:52988	0	17, 11, 12, 13, 14, 15
CHEBI:52987	18	11, 12, 13, 14
CHEBI:52989	0	7, 8, 9
CHEBI:52984	0	16, 10, 11, 12, 13, 14, 15
CHEBI:52986	0	16, 10, 11, 12, 13, 14, 15
CHEBI:52985	2	9, 10, 11, 12, 13, 14, 15
CHEBI:52980	0	10, 11, 12
CHEBI:52982	0	11, 13
CHEBI:2422	0	8, 9
CHEBI:2424	0	11, 12, 13, 14
CHEBI:2423	0	11, 12
CHEBI:2425	0	8, 9, 10, 11, 12, 13, 14
CHEBI:65248	0	4
CHEBI:51499	0	9
CHEBI:43291	0	10, 11, 12, 13
CHEBI:65249	0	4
CHEBI:51498	0	6, 7, 8
CHEBI:51497	0	9
CHEBI:65246	0	17, 16, 18, 13, 14, 15
CHEBI:51496	0	9
CHEBI:2429	0	9, 10
CHEBI:65247	0	17, 16, 18, 13, 14, 15
CHEBI:51495	2	8
CHEBI:65244	0	12, 13
CHEBI:43295	0	9, 10, 11, 12
CHEBI:51494	6	7
CHEBI:65245	0	11, 13
CHEBI:52979	0	10, 11, 12
CHEBI:52978	0	9, 10, 12
CHEBI:65261	0	4
CHEBI:52977	0	12, 13, 14, 15
CHEBI:65260	9	11, 13
CHEBI:52976	0	12, 14
CHEBI:65263	0	4
CHEBI:51490	0	10
CHEBI:65262	0	4
CHEBI:51491	0	6, 7, 9, 10, 11, 12, 13, 14
CHEBI:51492	0	7, 10
CHEBI:43258	0	8, 9, 10
CHEBI:65264	0	5
CHEBI:51493	4	6, 7
CHEBI:52971	0	9, 13, 15
CHEBI:52970	0	10, 11, 12, 13
CHEBI:18073	0	6, 8, 9, 10, 11
CHEBI:18072	0	11, 12, 13
CHEBI:18071	0	7, 8, 10
CHEBI:52975	0	12, 13, 14, 15
CHEBI:18078	0	10, 11, 12, 13, 14
CHEBI:52974	0	12, 14
CHEBI:18077	0	9, 10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:52973	0	16, 9, 11, 13, 14
CHEBI:52972	0	11, 12, 13
CHEBI:18075	0	9, 10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:2413	0	10, 11, 12, 13, 14
CHEBI:2412	0	10
CHEBI:2411	0	10, 12
CHEBI:18070	16	12, 14
CHEBI:51484	0	8, 9, 10, 11
CHEBI:51483	0	8, 9, 10
CHEBI:65257	0	12, 14
CHEBI:51486	0	7, 8, 9, 10
CHEBI:51485	0	8, 9, 10
CHEBI:65258	0	7
CHEBI:2417	0	8, 9
CHEBI:51488	2	9
CHEBI:51487	2	9
CHEBI:2415	0	9, 10, 12
CHEBI:2414	0	9, 10, 12
CHEBI:43261	0	9, 10, 11, 12, 13
CHEBI:65272	0	6
CHEBI:52966	0	12, 14
CHEBI:65271	0	4
CHEBI:52965	0	17, 16, 12, 13, 14, 15
CHEBI:65270	0	4
CHEBI:52968	0	17, 16, 19, 18, 21, 20, 12, 13, 14, 15
CHEBI:52967	0	6, 7, 8, 9
CHEBI:65276	0	12, 14
CHEBI:51481	0	8, 9, 10
CHEBI:65275	0	6
CHEBI:51482	0	8, 9, 10
CHEBI:65274	0	6, 7
CHEBI:65273	0	6, 7
CHEBI:51480	0	10, 11
CHEBI:18083	0	12, 13, 14
CHEBI:18082	0	16, 14
CHEBI:52960	0	7, 8, 9, 10, 11
CHEBI:18085	52	7, 8, 9, 10, 12
CHEBI:18084	0	8, 9, 10, 11, 12, 13
CHEBI:52962	0	10, 11, 12
CHEBI:18087	45	11, 12, 13, 14
CHEBI:52961	0	10, 11, 12
CHEBI:18086	0	10, 11, 12, 13
CHEBI:18089	0	12, 13, 14, 15
CHEBI:18088	0	17, 16, 10, 12, 13, 14, 15
CHEBI:2402	0	9, 11
CHEBI:2401	0	9, 10, 11, 12
CHEBI:18080	2	10, 11, 12, 13, 14, 15
CHEBI:18081	0	5, 7, 8, 11, 12, 13, 14, 15
CHEBI:51475	29	9, 10, 11, 12
CHEBI:43275	0	7, 8
CHEBI:65269	0	11, 13
CHEBI:51474	0	8, 9
CHEBI:65266	0	5
CHEBI:51473	0	8, 9, 10
CHEBI:65267	0	5
CHEBI:51472	0	8, 9, 10
CHEBI:2404	0	10, 12
CHEBI:51479	0	10, 11
CHEBI:51478	2	9, 10
CHEBI:43272	0	17, 16, 11, 12, 13, 14, 15
CHEBI:51476	2	9, 11
CHEBI:48939	0	10, 11, 12, 13
CHEBI:52953	0	6, 8, 9, 10, 11, 12, 13
CHEBI:52950	0	11, 12, 13, 14
CHEBI:48931	0	16, 12, 13, 14, 15
CHEBI:48932	0	16, 10, 12, 13, 14, 15
CHEBI:48933	2	10, 11
CHEBI:51471	0	8, 9, 10
CHEBI:52958	0	5, 8, 10, 11, 12, 13, 14
CHEBI:48934	0	11, 12
CHEBI:51470	0	8, 9, 10
CHEBI:48935	0	17, 16, 18, 8, 10, 11, 12, 13, 14, 15
CHEBI:48936	1	9, 10
CHEBI:52957	0	12, 13, 14, 15
CHEBI:52954	0	6, 8, 9, 10, 11, 12, 13
CHEBI:48937	0	9, 10, 11
CHEBI:48938	0	10, 11, 12, 13
CHEBI:52955	0	6, 8, 9, 10
CHEBI:51465	2	7, 8, 9
CHEBI:51466	4	7, 8, 9
CHEBI:51467	0	8, 9, 10, 11
CHEBI:51468	0	8, 9, 10
CHEBI:51461	0	6, 8, 9, 10, 11
CHEBI:51462	3	7, 8, 9
CHEBI:48941	0	10, 11, 12, 13, 14
CHEBI:51463	2	7, 8, 9
CHEBI:48940	0	10, 11, 12, 13, 14
CHEBI:51464	2	7, 8, 9
CHEBI:51469	0	8, 9, 10
CHEBI:52940	0	6
CHEBI:48928	0	11, 12, 13, 14
CHEBI:52942	0	5
CHEBI:48929	6	10, 11, 12, 13, 14
CHEBI:125832	0	9, 10, 12
CHEBI:48922	0	10, 11, 12, 13, 14
CHEBI:52947	0	6, 7, 8, 9
CHEBI:51460	0	7, 9, 10
CHEBI:52948	0	6, 8, 9
CHEBI:65210	0	9, 10, 11, 12, 13, 14, 15
CHEBI:48923	5	16, 9, 11, 12, 13, 14, 15
CHEBI:52949	0	10, 11, 12, 14
CHEBI:48920	2	9, 10, 11, 12, 13
CHEBI:48921	0	10, 11, 12, 13, 14
CHEBI:48926	0	7
CHEBI:52944	0	5
CHEBI:48927	0	10, 11, 12, 13
CHEBI:52945	0	6
CHEBI:48924	5	16, 9, 11, 12, 13, 14, 15
CHEBI:48925	0	10, 11
CHEBI:52946	0	6, 7, 8, 9
CHEBI:51456	4	9
CHEBI:51457	0	10
CHEBI:65206	0	8, 10, 11, 12
CHEBI:65205	0	8, 10, 11, 12
CHEBI:51454	60	7, 8, 9
CHEBI:65204	0	8, 10, 11, 12
CHEBI:51455	6	7, 8, 9
CHEBI:48930	0	16, 12, 13, 14, 15
CHEBI:65203	0	8, 10, 11, 12
CHEBI:65202	0	8, 10, 11, 12
CHEBI:51453	0	8, 9, 12, 13, 14, 15
CHEBI:51450	0	8, 9, 10, 11
CHEBI:65201	0	8, 10, 11, 12
CHEBI:65200	0	8, 10, 11, 12
CHEBI:51458	0	9, 10, 11
CHEBI:65209	0	7, 8, 9, 10, 11
CHEBI:51459	0	10
CHEBI:65208	0	5, 6, 7, 8
CHEBI:48917	6	9, 10, 11, 12, 13
CHEBI:52930	0	6, 8, 9
CHEBI:52931	0	5, 7
CHEBI:48918	6	9, 10, 11, 12, 13
CHEBI:48919	2	9, 10, 11, 12, 13
CHEBI:52934	0	6
CHEBI:48913	0	17, 16, 10, 12, 13, 14, 15
CHEBI:48914	4	9, 10, 11, 12, 13
CHEBI:52935	0	6, 8, 9, 10
CHEBI:52932	0	5, 7
CHEBI:48915	2	9, 10, 11, 12, 13
CHEBI:48916	6	9, 10, 11, 12, 13
CHEBI:52933	0	5, 8, 10, 11, 12, 13
CHEBI:52938	3	5
CHEBI:43299	0	8, 9, 10, 11, 12
CHEBI:52939	0	6
CHEBI:48910	1	7, 8, 9, 10
CHEBI:52936	0	6, 7, 8, 9
CHEBI:65220	0	7, 9, 10, 11
CHEBI:48911	1	7, 8, 9, 10
CHEBI:52937	0	6
CHEBI:65221	0	8, 10, 11, 12
CHEBI:48912	1	7, 8, 9
CHEBI:65212	139	5, 7, 8, 10
CHEBI:65211	0	16, 8, 12, 13, 14, 15
CHEBI:51440	0	11, 12, 13, 14
CHEBI:65214	0	8, 10, 11, 12
CHEBI:51441	0	7
CHEBI:51442	0	7
CHEBI:65213	0	7
CHEBI:51443	1	6
CHEBI:65216	0	6
CHEBI:51444	2	3
CHEBI:65215	0	10, 11, 12, 13, 14
CHEBI:51445	0	3
CHEBI:65218	0	7, 9, 10, 11
CHEBI:51446	33	3
CHEBI:65217	0	7, 9, 10, 11
CHEBI:51447	342	3
CHEBI:51448	0	5
CHEBI:65219	0	7, 9, 10, 11
CHEBI:51449	1	4
CHEBI:48908	1	7, 8, 9, 10
CHEBI:48909	3	7, 8, 9, 10
CHEBI:48906	2	7, 8, 9, 10
CHEBI:52920	0	6, 9, 10, 11
CHEBI:48907	0	17, 16, 11, 12, 13, 14, 15
CHEBI:52921	0	6, 8, 9, 10, 11, 12, 13
CHEBI:48904	1	7, 8, 9, 10
CHEBI:48905	0	8, 9, 10, 11
CHEBI:52923	0	6, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:48902	8	8, 9, 10, 11, 12, 13
CHEBI:52924	0	6, 8, 9
CHEBI:48903	2	7, 8, 9, 10
CHEBI:65231	0	10, 11, 12, 13, 14
CHEBI:48900	3	7, 8, 9, 10
CHEBI:52926	0	5, 8, 10
CHEBI:48901	169	7, 8, 9, 10, 11, 12
CHEBI:52927	0	6, 8, 9
CHEBI:52928	0	6, 8, 9
CHEBI:65230	4	7, 9, 10, 11
CHEBI:65225	0	11, 13
CHEBI:51430	8	5
CHEBI:52929	0	6, 7, 8, 9
CHEBI:65224	0	8, 10, 11, 12
CHEBI:51431	5	6
CHEBI:65223	0	8, 10, 11, 12
CHEBI:65222	0	17, 16, 18, 6, 11, 12, 13, 14, 15
CHEBI:65229	0	16, 11, 12, 13, 14, 15
CHEBI:51434	0	7
CHEBI:65228	0	7, 8, 9, 11
CHEBI:51435	0	7
CHEBI:51432	0	7
CHEBI:65226	2	6, 8, 9, 11
CHEBI:51433	0	7
CHEBI:51438	0	11, 12, 13, 14
CHEBI:51439	0	7
CHEBI:51436	0	7
CHEBI:51437	2	6
CHEBI:41888	0	17, 16, 18, 15
CHEBI:41879	0	8, 9, 10, 11, 12, 13
CHEBI:52909	0	5
CHEBI:52907	0	6, 8, 9
CHEBI:52908	0	5
CHEBI:52902	0	6
CHEBI:52901	1	5
CHEBI:52900	0	6
CHEBI:52906	0	6, 8, 9
CHEBI:52905	0	6, 8, 9
CHEBI:52904	0	7, 8, 10, 11, 12, 13
CHEBI:52903	0	5
CHEBI:52918	1	5
CHEBI:52919	0	5, 8, 9
CHEBI:41898	0	10, 11, 12
CHEBI:41893	0	10, 11, 12, 13
CHEBI:52911	0	5, 8
CHEBI:52910	0	5
CHEBI:52913	0	5
CHEBI:52912	0	6
CHEBI:52915	0	4
CHEBI:52914	0	5
CHEBI:52917	0	6
CHEBI:52916	0	3
CHEBI:51399	0	8, 9, 10, 11, 12, 13
CHEBI:51395	0	9
CHEBI:51396	3	9, 11
CHEBI:51397	0	10, 12
CHEBI:51398	0	10, 12
CHEBI:46609	0	7, 8, 9, 10, 11
CHEBI:46620	0	4
CHEBI:46615	0	9, 10, 11, 12, 13
CHEBI:46616	0	4
CHEBI:46617	20	2
CHEBI:46611	0	8, 9, 10, 11
CHEBI:46612	2	7, 8, 9, 10
CHEBI:46613	0	8, 9, 10, 11
CHEBI:46618	11	3
CHEBI:46619	7	3
CHEBI:46631	2	7, 8, 9
CHEBI:46630	0	9, 10, 11, 12, 13, 14, 15
CHEBI:472552	0	11, 12, 13, 14, 15
CHEBI:46623	0	5
CHEBI:46624	0	4
CHEBI:46621	0	4
CHEBI:46622	1	4
CHEBI:46627	1	4
CHEBI:46628	0	5
CHEBI:46625	0	4
CHEBI:46626	0	4
CHEBI:46629	0	3
CHEBI:46640	45	9, 11
CHEBI:46642	0	11, 12, 13, 14, 15
CHEBI:46641	0	11, 12, 13, 14, 15
CHEBI:46632	0	8, 9, 10, 11, 12
CHEBI:46633	10	7, 9, 10, 11, 12, 13, 15
CHEBI:46634	4	16, 8, 9, 10, 11, 12, 13, 14
CHEBI:46635	0	9, 10, 11, 12, 13, 14, 15
CHEBI:46636	0	9, 10, 11, 12, 13, 14, 15
CHEBI:46637	2	6, 7, 8, 10
CHEBI:46638	1	10, 12
CHEBI:46639	0	7, 8, 9, 11
CHEBI:46648	0	7
CHEBI:46647	0	16, 13, 14, 15
CHEBI:41803	0	8, 9, 10
CHEBI:46649	3	7
CHEBI:48788	0	7
CHEBI:41802	0	7, 10, 11, 12, 13
CHEBI:46644	0	12, 13, 14, 15
CHEBI:46643	0	8
CHEBI:41804	0	5, 8, 9, 10, 11
CHEBI:46646	0	12, 13, 14, 15
CHEBI:46645	0	8, 9, 10, 11
CHEBI:48793	0	6, 8
CHEBI:46650	2	7, 8, 9, 10, 11, 12, 13, 14
CHEBI:41808	0	8, 9, 10
CHEBI:46651	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:46652	0	5
CHEBI:46653	0	5
CHEBI:48796	0	6, 7, 8
CHEBI:48790	0	9, 10, 11, 12, 13, 14
CHEBI:46659	0	8, 9
CHEBI:46658	1	9, 10, 11
CHEBI:46654	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:46663	20	4
CHEBI:46664	0	7
CHEBI:46661	8	5
CHEBI:46662	54	3
CHEBI:46660	0	11, 13
CHEBI:41821	0	7, 8, 9, 10
CHEBI:46666	0	6, 7
CHEBI:46665	2	5
CHEBI:46668	24	8, 9, 10, 11, 12, 13
CHEBI:46667	0	6
CHEBI:46669	0	11, 13
CHEBI:41822	0	9, 10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20
CHEBI:41825	0	9, 10, 11, 12, 13, 14, 15
CHEBI:41824	0	9, 10, 11, 12, 13, 14
CHEBI:46670	4	5
CHEBI:222828	0	10, 11, 12, 13, 14
CHEBI:46671	5	7, 8, 9, 10
CHEBI:46672	0	6
CHEBI:46673	0	11, 13
CHEBI:46674	0	6
CHEBI:46675	0	12, 14
CHEBI:545687	0	9, 10, 11, 12
CHEBI:46679	1	5
CHEBI:41817	0	17, 16, 9, 10, 11, 12, 14, 15
CHEBI:46678	0	6, 7
CHEBI:46677	5	6
CHEBI:41816	0	8, 10, 11, 12, 13, 14
CHEBI:46676	0	7
CHEBI:46681	1	5
CHEBI:46682	0	6, 7
CHEBI:46680	1	6
CHEBI:46685	27	7, 8, 9, 10
CHEBI:46686	23	7, 8
CHEBI:46683	1	5
CHEBI:46684	0	6, 7
CHEBI:41846	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:41847	0	16, 12, 13, 14
CHEBI:46687	7	8, 9
CHEBI:46688	1	11, 13
CHEBI:46689	0	9, 11, 12, 14
CHEBI:41840	0	7, 10, 11, 12, 13
CHEBI:2285	0	17, 16, 19, 18, 20, 12, 13, 14, 15
CHEBI:2288	0	9, 10, 11, 12, 13
CHEBI:46695	5	7, 8, 9
CHEBI:46694	0	9, 10, 11
CHEBI:46697	0	13, 14
CHEBI:46696	2	12, 13
CHEBI:46691	0	8, 12, 14
CHEBI:46690	0	12, 13
CHEBI:46693	0	9, 10, 11
CHEBI:46692	0	7, 8, 10, 11, 12, 13, 14
CHEBI:41834	0	4
CHEBI:41839	0	8, 9, 10
CHEBI:46698	0	13, 14
CHEBI:41837	0	9, 11
CHEBI:46699	3	7, 8, 9
CHEBI:2290	0	9, 10, 11, 12, 13
CHEBI:41832	0	16, 8, 10, 11, 12, 13, 14
CHEBI:41867	0	9, 10, 11, 12, 13
CHEBI:41865	0	10, 11, 12, 13
CHEBI:41857	0	8, 9, 10, 11, 12, 13
CHEBI:41858	0	8, 9, 10, 11, 12
CHEBI:41852	0	17, 16, 14, 15
CHEBI:48841	1	7
CHEBI:48842	0	8
CHEBI:48840	1	7
CHEBI:2379	0	7, 9, 10, 11
CHEBI:2374	0	10, 12
CHEBI:2373	0	7, 9, 10, 11, 12, 13
CHEBI:2376	0	10, 12
CHEBI:2375	0	13, 15
CHEBI:2372	0	9, 10, 11, 13, 15
CHEBI:48839	0	8, 9
CHEBI:48838	1	7, 8
CHEBI:48837	7	7, 8, 9
CHEBI:48836	6	8, 9, 10
CHEBI:48835	7	7, 8, 9, 10
CHEBI:48834	0	9, 10, 11, 12, 13
CHEBI:48833	0	8, 9, 10, 11, 12, 13
CHEBI:2369	0	7, 8, 9
CHEBI:2368	0	17, 16, 7, 8, 9, 14, 15
CHEBI:2367	0	17, 16, 14, 15
CHEBI:2366	0	9, 10, 11
CHEBI:2365	0	10, 11, 12, 13, 14
CHEBI:2364	0	8, 9, 10, 11, 12, 13
CHEBI:2361	0	9, 10, 12, 13
CHEBI:48825	0	8, 9, 10, 11, 12, 13
CHEBI:48828	0	6, 7, 8, 9
CHEBI:51303	2	10, 11, 12
CHEBI:51302	0	11, 12, 13
CHEBI:48860	0	8, 9, 10, 11
CHEBI:51301	1	10, 11, 12
CHEBI:51300	0	11, 12, 13
CHEBI:48863	3	10, 11, 12, 13
CHEBI:48864	3	7, 8, 9, 10
CHEBI:48861	0	17, 16, 12, 13, 14, 15
CHEBI:48862	0	17, 16, 12, 13, 14, 15
CHEBI:51309	0	16, 13, 14, 15
CHEBI:51308	10	9, 10
CHEBI:51307	24	7
CHEBI:51306	0	9, 10, 12
CHEBI:51305	2	8, 10
CHEBI:51304	1	8, 9, 11
CHEBI:2393	0	9, 11
CHEBI:2394	0	7, 8, 9, 10
CHEBI:48857	1	9, 10, 11, 12
CHEBI:48855	0	2
CHEBI:48854	8	7, 8, 9, 10
CHEBI:48859	1	8, 9, 10, 11
CHEBI:48858	0	8, 9, 10, 11, 12, 13
CHEBI:48850	8	7, 8, 9, 10, 11
CHEBI:48851	7	8, 9, 10, 11, 12
CHEBI:48853	10	7, 8, 9, 10, 11
CHEBI:2382	0	17, 16, 18, 11, 13, 14, 15
CHEBI:2380	0	9, 10
CHEBI:48844	2	17, 16, 7, 9, 10, 11, 12, 13, 14, 15
CHEBI:48843	0	8
CHEBI:48845	0	9, 10, 11, 12
CHEBI:48848	0	8, 10, 11, 12, 13, 14, 15
CHEBI:48847	24	5, 9, 11, 12, 13, 14
CHEBI:48849	5	7, 8, 9, 11
CHEBI:2332	0	17, 16, 19, 18, 20, 9, 10, 11, 12, 13, 14, 15
CHEBI:48886	1	6
CHEBI:48885	0	7
CHEBI:48884	1	8
CHEBI:65179	0	10, 11, 12
CHEBI:48883	0	9
CHEBI:65178	0	10, 11, 12, 13
CHEBI:48882	0	10, 11, 12, 13
CHEBI:48881	9	7, 8, 9, 10, 11
CHEBI:48880	2	7, 8, 9, 10
CHEBI:52899	2	3
CHEBI:65183	0	10, 11, 12, 13
CHEBI:65184	0	10, 11, 12
CHEBI:65181	0	10, 11, 12, 13
CHEBI:65182	0	10, 11, 12, 13
CHEBI:65188	0	16, 13, 14, 15
CHEBI:48879	1	5, 9, 10, 11, 12, 13, 14
CHEBI:65185	0	10, 11, 12, 13
CHEBI:65186	0	10, 11, 12
CHEBI:52891	0	6, 8, 9, 10, 11, 12, 13
CHEBI:52892	0	6, 8, 9, 10, 11, 12, 13
CHEBI:52893	0	5, 8, 10, 11, 12, 13
CHEBI:52894	0	5, 8, 10, 11, 12, 13
CHEBI:52895	1	5, 8, 10, 11, 12, 13
CHEBI:52896	0	5, 8, 10, 11, 12, 13
CHEBI:65180	0	6, 8, 9, 10
CHEBI:52897	0	9, 10, 11, 12, 13
CHEBI:52898	9	5
CHEBI:52890	0	6, 8, 9, 10, 11, 12, 13
CHEBI:48872	0	7, 9
CHEBI:65189	0	11, 13
CHEBI:48875	21	7, 8, 9, 10, 11, 12
CHEBI:48874	2	7, 8, 9, 10
CHEBI:48871	2	9, 10, 11, 12, 13
CHEBI:48870	6	9, 10, 11, 12, 13
CHEBI:65192	0	11, 13
CHEBI:48869	2	11, 12, 13, 14, 15
CHEBI:65193	0	8, 10, 11, 12
CHEBI:43106	0	9, 10, 11, 12, 13, 14
CHEBI:52888	1	6, 7, 8, 9, 10, 11
CHEBI:65194	0	17, 16, 8, 10, 11, 12, 13, 14, 15
CHEBI:65195	0	10, 11, 12
CHEBI:52889	0	6, 8, 9, 10, 11, 12, 13
CHEBI:65196	0	8, 10, 11, 12
CHEBI:48865	11	7, 8, 9, 10
CHEBI:65197	0	10, 11, 12
CHEBI:48866	1	8, 9, 10, 11, 12
CHEBI:65198	0	10, 11, 12, 13
CHEBI:48867	1	7, 8
CHEBI:65199	0	11, 13
CHEBI:43104	0	16, 14
CHEBI:48868	0	16, 12, 13, 14, 15
CHEBI:52882	0	4
CHEBI:52883	0	5
CHEBI:52880	0	7
CHEBI:52881	0	5
CHEBI:52886	0	6, 7, 8, 9, 10, 11
CHEBI:52887	0	6, 7, 8, 9, 10, 11
CHEBI:52884	0	5
CHEBI:52885	0	6, 7, 8, 9, 10, 11
CHEBI:65159	0	8, 10, 11, 12
CHEBI:43121	0	10, 11, 12, 13
CHEBI:65158	0	8, 10, 11, 12
CHEBI:65157	0	8, 10, 11, 12
CHEBI:65156	0	8, 10, 11, 12
CHEBI:65165	0	8, 10, 11, 12
CHEBI:65166	0	9, 11, 12, 13
CHEBI:65163	0	8, 10, 11, 12
CHEBI:48898	2	7, 8, 9, 10
CHEBI:48899	1	7, 9
CHEBI:65164	0	9, 11, 12, 13
CHEBI:65161	0	8, 10, 11, 12
CHEBI:65162	0	9, 11, 12, 13
CHEBI:65160	0	8, 10, 11, 12
CHEBI:2340	0	8, 9, 10, 12, 14
CHEBI:2341	0	7, 8, 9
CHEBI:48891	30	7, 8, 9, 10, 11
CHEBI:48890	6	9, 10, 11, 12, 13, 14
CHEBI:48893	5	7, 8, 9, 10
CHEBI:48892	1	7, 8, 9, 10
CHEBI:65168	0	9, 11, 12, 13
CHEBI:48895	2	8, 9, 10, 11, 12
CHEBI:65167	0	8, 10, 11, 12
CHEBI:48894	1	8, 9, 10, 11, 12
CHEBI:43130	0	8, 9, 10, 11
CHEBI:48897	1	7, 8, 9, 10
CHEBI:65169	0	8, 10, 11, 12
CHEBI:48896	4	7, 8, 9, 10
CHEBI:65174	0	10, 11, 12, 13
CHEBI:43123	0	8, 9, 10, 11, 12, 13
CHEBI:43124	0	17, 16, 9, 10, 11, 12, 14, 15
CHEBI:65175	0	10, 11, 12, 13
CHEBI:48888	4	7, 8, 9, 10
CHEBI:43125	0	17, 16, 9, 10, 11, 12, 14, 15
CHEBI:65176	0	10, 11, 12, 13
CHEBI:48889	1	8, 9, 10, 11
CHEBI:43126	0	9, 10, 11, 12, 13, 14, 15
CHEBI:65170	0	10, 11, 12
CHEBI:43127	0	9, 10, 11, 12, 13, 14
CHEBI:65171	0	10, 11, 12, 13
CHEBI:65172	0	8, 9, 10, 11
CHEBI:65173	0	7, 8, 9, 10, 11, 12, 13
CHEBI:41904	0	10, 11, 12
CHEBI:52850	0	6, 7, 8, 9, 10, 11
CHEBI:52854	0	5
CHEBI:52853	0	6, 7
CHEBI:52852	0	6
CHEBI:52851	0	6
CHEBI:52858	1	6
CHEBI:52857	0	11, 12, 13, 14
CHEBI:52856	0	6, 7, 8, 9, 10, 11
CHEBI:65140	0	11, 12, 13, 14, 15
CHEBI:52855	16	5
CHEBI:65142	0	9, 10, 11, 12, 13
CHEBI:65141	0	9, 10, 11, 12, 13
CHEBI:51370	0	5
CHEBI:65144	0	9, 10, 11, 12, 13
CHEBI:43136	0	8, 10
CHEBI:65143	0	9, 10, 11, 12, 13
CHEBI:52859	0	7, 8, 9, 10, 11
CHEBI:43141	0	2
CHEBI:65134	0	17, 16, 19, 18, 20, 12, 13, 14, 15
CHEBI:51363	12	4
CHEBI:65135	0	17, 16, 19, 18, 20, 12, 13, 14, 15
CHEBI:43142	0	8, 9, 10, 11, 12
CHEBI:51365	0	5
CHEBI:65136	0	16, 10, 11, 12, 13, 14, 15
CHEBI:65137	0	8, 9, 10, 11, 12, 13
CHEBI:51364	0	9, 10, 11, 12
CHEBI:43144	0	8, 10, 11, 12, 13
CHEBI:65138	0	9, 10
CHEBI:51367	0	5
CHEBI:65139	0	12, 14
CHEBI:51366	0	5
CHEBI:51369	3	5
CHEBI:51368	0	10, 11, 12, 13, 14
CHEBI:52841	13	5, 8
CHEBI:52840	10	5, 8
CHEBI:52843	0	6, 7
CHEBI:52845	18	3
CHEBI:65151	0	10, 11, 12, 13
CHEBI:65150	0	10, 11, 12, 13
CHEBI:52844	0	5, 7, 8, 9
CHEBI:52847	0	5
CHEBI:52846	2	4
CHEBI:43149	0	7, 8, 9, 10, 11, 12, 13, 15
CHEBI:52849	12	4
