chebi_id	children_count	depth[,]
CHEBI:17027	1	10, 11, 12, 13
CHEBI:17028	0	10, 11, 12, 13, 14
CHEBI:17025	0	9, 10, 11, 12, 13, 14
CHEBI:17026	0	9, 10, 11, 12, 13, 14
CHEBI:52459	0	5
CHEBI:17023	1	10, 11, 12, 13
CHEBI:17021	0	7
CHEBI:52457	0	4, 6
CHEBI:66229	0	6
CHEBI:52458	0	5
CHEBI:66228	0	6
CHEBI:52455	0	8
CHEBI:6770	0	6
CHEBI:52456	0	7, 8
CHEBI:66227	0	6
CHEBI:17020	0	8, 10, 11, 13
CHEBI:66226	0	6
CHEBI:52453	0	5, 6, 8
CHEBI:52454	0	7, 8
CHEBI:66225	0	6
CHEBI:66224	0	6
CHEBI:52451	0	4, 6
CHEBI:66223	0	6
CHEBI:52452	0	6
CHEBI:66258	0	6
CHEBI:66259	0	6
CHEBI:66256	0	6
CHEBI:66257	0	6
CHEBI:29567	0	9, 10, 11, 12, 13, 14, 15
CHEBI:29568	0	11, 13
CHEBI:66262	0	7, 8, 9, 10, 11, 12, 13, 14
CHEBI:66261	0	6
CHEBI:66260	0	6
CHEBI:66266	0	6
CHEBI:66265	0	6
CHEBI:66264	0	6
CHEBI:66263	0	6
CHEBI:66246	0	6
CHEBI:66247	0	6
CHEBI:66248	0	6
CHEBI:66249	0	6
CHEBI:29571	0	8, 9, 10, 11, 12
CHEBI:68392	0	6
CHEBI:68391	0	6
CHEBI:68390	0	6
CHEBI:68399	0	6
CHEBI:68398	0	6
CHEBI:66251	0	7, 8, 9, 10, 11, 12
CHEBI:68397	0	6
CHEBI:66250	0	6
CHEBI:68396	0	6
CHEBI:66253	0	7, 8, 9, 10, 11, 12, 13
CHEBI:68395	0	6
CHEBI:66252	0	7, 8, 9, 10, 11, 12, 13
CHEBI:68394	0	6
CHEBI:66255	0	6
CHEBI:68393	0	6
CHEBI:66254	0	6
CHEBI:29589	0	10, 11, 12, 13
CHEBI:66278	0	6
CHEBI:66279	0	6
CHEBI:29588	0	9, 10, 11, 12, 13
CHEBI:66280	0	6
CHEBI:66288	0	6
CHEBI:66287	0	6
CHEBI:66286	0	6
CHEBI:66285	0	6
CHEBI:66284	0	6
CHEBI:66282	0	6
CHEBI:66281	0	6
CHEBI:66267	0	6
CHEBI:29598	0	8, 9, 10, 11, 12, 13
CHEBI:66268	0	6
CHEBI:29599	0	8, 9, 10, 11, 12, 13
CHEBI:66269	0	6
CHEBI:29596	0	8, 9, 10, 11, 12, 13
CHEBI:29595	0	9, 10, 11, 12, 13
CHEBI:29593	0	8, 9, 10, 11, 12, 13
CHEBI:29590	0	9, 10, 11, 12, 13
CHEBI:247684	0	8, 9
CHEBI:66275	0	6
CHEBI:66277	0	6
CHEBI:66276	0	6
CHEBI:66270	0	6
CHEBI:66273	0	6
CHEBI:66272	0	6
CHEBI:22289	61	7, 8, 9, 10, 11
CHEBI:29519	0	10, 11
CHEBI:22290	30	9, 10, 11, 12
CHEBI:22295	9	10, 11, 12, 13
CHEBI:22294	4	10, 11, 12, 13
CHEBI:22293	1	10, 11, 12, 13
CHEBI:22292	3	10, 11, 12, 13
CHEBI:22299	68	7, 8, 9, 10, 11
CHEBI:22297	131	9, 10, 11, 12
CHEBI:66289	0	6
CHEBI:29537	0	8, 10, 11, 12, 13, 14, 15
CHEBI:29534	0	8, 10, 11, 12, 13, 14, 15
CHEBI:66292	0	6
CHEBI:66293	0	6
CHEBI:66294	0	6
CHEBI:66295	0	6
CHEBI:66296	0	6
CHEBI:66297	0	6
CHEBI:66298	0	6
CHEBI:66299	0	6
CHEBI:66290	0	6
CHEBI:66291	0	6
CHEBI:22385	7	8, 10, 11, 13
CHEBI:68431	0	7
CHEBI:68430	0	11, 13
CHEBI:68433	0	12, 13, 14, 15
CHEBI:68432	0	11, 13
CHEBI:68423	0	6
CHEBI:68424	0	10, 11, 12, 13
CHEBI:68425	0	10, 11, 12, 13
CHEBI:68426	0	11, 13
CHEBI:68427	0	11, 13
CHEBI:68428	0	10, 12
CHEBI:68429	0	11, 13
CHEBI:68440	0	9, 10, 11
CHEBI:68444	0	12, 13, 14, 15
CHEBI:68443	1	11, 12, 13, 14
CHEBI:68442	0	11, 13
CHEBI:68441	0	11, 12, 13
CHEBI:68436	0	11, 13
CHEBI:68437	0	7, 8, 10, 11, 12, 13, 14
CHEBI:68434	0	12, 13, 14, 15
CHEBI:68435	0	11, 13
CHEBI:68438	0	6, 7, 8, 9, 10
CHEBI:68439	0	10, 11, 12, 13
CHEBI:68453	0	10, 11, 12, 13
CHEBI:68452	581	7, 8, 9, 10, 11
CHEBI:68455	0	12, 13, 14, 15
CHEBI:68454	0	11, 12, 13, 14
CHEBI:68451	0	11, 12, 13, 14
CHEBI:68450	0	11, 13
CHEBI:68449	0	11, 12, 13
CHEBI:68445	0	11, 13
CHEBI:68446	0	12, 14
CHEBI:138644	0	10, 11, 12, 13
CHEBI:68447	0	11, 12, 13
CHEBI:68448	0	11, 12, 13, 14
CHEBI:22392	0	17, 16, 19, 18, 20, 11, 12, 13, 14, 15
CHEBI:68466	0	11, 13
CHEBI:68465	0	11, 12, 13, 14, 15
CHEBI:68464	0	11, 12, 13, 14, 15
CHEBI:68463	0	10, 12
CHEBI:68462	0	13, 15
CHEBI:68461	0	13, 15
CHEBI:68460	0	10, 12
CHEBI:22390	22	12, 14
CHEBI:68458	4	8, 10, 11, 12
CHEBI:68459	0	10, 11, 12, 13
CHEBI:68456	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:68457	0	10, 12
CHEBI:22388	1	17, 16, 18, 15
CHEBI:68470	0	10, 11, 12, 13
CHEBI:68471	0	13, 15
CHEBI:68472	19	9, 10, 11, 12, 13
CHEBI:68473	0	11, 13
CHEBI:68474	0	10, 12
CHEBI:68475	0	11, 13
CHEBI:68476	0	12, 14
CHEBI:68477	0	11, 13
CHEBI:22340	0	16, 10, 11, 12, 13, 14, 15
CHEBI:22339	21	10, 11
CHEBI:22338	3	5
CHEBI:22335	1	12, 13, 14, 15
CHEBI:68468	0	10, 11, 12, 13
CHEBI:68467	0	16, 11, 12, 13, 14, 15
CHEBI:68469	0	6
CHEBI:68483	0	8, 10, 11, 12
CHEBI:68484	0	11, 13
CHEBI:68482	0	11, 13
CHEBI:68487	0	6
CHEBI:68488	0	6
CHEBI:68485	0	11, 13
CHEBI:68486	0	9, 10, 11, 12, 13
CHEBI:22332	41	5
CHEBI:22331	25	9, 10
CHEBI:68480	0	11, 13
CHEBI:22326	0	7, 9
CHEBI:22327	27	8, 10
CHEBI:22329	4	12, 13, 14, 15
CHEBI:22323	40	6
CHEBI:22324	70	8, 9, 10, 11
CHEBI:68478	0	6, 8, 9, 10, 11, 12, 13
CHEBI:68497	2	7, 9, 10, 11
CHEBI:68498	0	6, 8
CHEBI:68492	0	6
CHEBI:68493	0	6
CHEBI:68490	0	6
CHEBI:68491	0	6
CHEBI:22357	0	10, 11, 12
CHEBI:22355	7	10, 12, 13, 14, 15
CHEBI:22359	2	11, 12, 13, 14
CHEBI:68489	0	6
CHEBI:17000	0	8, 9, 11
CHEBI:17006	0	16, 11, 12, 13, 14
CHEBI:17007	0	8, 9, 10
CHEBI:17002	6	9, 10, 11
CHEBI:17001	0	10, 11, 12
CHEBI:6877	0	8, 10
CHEBI:6872	0	8, 9
CHEBI:17011	0	10, 12
CHEBI:17010	0	11, 12, 13, 14
CHEBI:17019	0	9, 10, 11, 12, 13
CHEBI:17016	2	7, 9, 12, 13, 14, 15
CHEBI:17015	0	9, 10, 11, 12
CHEBI:17013	0	10, 11, 12, 13, 14, 15, 17, 16, 19, 18, 21, 20, 22
CHEBI:17012	2	16, 13, 14, 15
CHEBI:17009	1	17, 16, 19, 18, 20, 14
CHEBI:52496	0	9, 10, 11, 12
CHEBI:52495	3	5, 6
CHEBI:22319	2	8, 9
CHEBI:52498	0	4, 7
CHEBI:52497	0	4, 5, 7
CHEBI:52499	0	16, 7, 8, 9, 10, 12, 13, 14, 15
CHEBI:22314	11	3
CHEBI:22313	7	3
CHEBI:22315	456	7, 8
CHEBI:22318	13	6, 8, 9
CHEBI:22321	2	6
CHEBI:15799	0	17, 16, 11, 12, 13, 14, 15
CHEBI:6854	0	8, 10
CHEBI:6856	0	12, 13, 15
CHEBI:52487	0	8, 10, 11
CHEBI:52486	0	8, 10, 11
CHEBI:52485	0	8, 9, 10
CHEBI:52484	0	8, 9, 10
CHEBI:52489	0	6, 7, 8, 11, 12, 13, 14
CHEBI:52488	0	6, 7, 8, 11, 12, 13, 14
CHEBI:22302	35	9, 10, 11, 12, 13
CHEBI:22301	56	9, 10, 11, 12
CHEBI:22300	29	9, 10, 11, 12
CHEBI:22307	36	7
CHEBI:6842	0	9, 10, 11
CHEBI:52490	0	6, 7, 8, 11, 12, 13, 14
CHEBI:52494	2	5, 6
CHEBI:52491	0	6, 11, 12, 13, 14
CHEBI:15786	0	7, 8
CHEBI:15787	0	9, 10, 11, 12, 13
CHEBI:15784	1	17, 16, 18, 14, 15
CHEBI:15785	0	16, 10, 11, 12, 13, 14, 15
CHEBI:15782	0	10, 11, 12
CHEBI:15783	0	9, 10, 11, 12, 13
CHEBI:15781	0	17, 16, 13, 14, 15
CHEBI:6834	0	7, 8
CHEBI:6835	0	9, 10, 12
CHEBI:15779	0	12, 13, 14, 15
CHEBI:15778	6	11, 12, 13, 14
CHEBI:15777	0	9, 10, 12
CHEBI:6838	0	9, 10, 11
CHEBI:15795	0	7, 8, 9, 10, 12, 14
CHEBI:15797	0	7, 8, 9, 10, 11, 12
CHEBI:15798	0	16, 7, 10, 11, 12, 13, 14, 15
CHEBI:15792	0	8, 9, 11
CHEBI:15793	0	8, 9, 10, 11, 12, 13, 14
CHEBI:15794	0	8, 12, 14
CHEBI:6824	0	7
CHEBI:15789	0	7, 8, 9, 11, 13
CHEBI:6820	0	9, 10
CHEBI:15788	0	9, 10, 11, 12, 13, 14
CHEBI:68400	0	6
CHEBI:6827	0	16, 18, 10, 11, 12, 13, 14, 15
CHEBI:262350	0	10, 11, 12, 13, 14
CHEBI:68409	0	6
CHEBI:68408	0	6
CHEBI:15760	0	8, 9, 10, 11, 12
CHEBI:68407	0	6
CHEBI:15761	0	9, 10, 11
CHEBI:68406	0	6
CHEBI:68405	0	6
CHEBI:68404	0	6
CHEBI:15764	0	7, 10
CHEBI:68403	0	6
CHEBI:15765	0	16, 13, 14, 15
CHEBI:68402	0	6
CHEBI:68401	0	6
CHEBI:15763	0	16, 11, 12, 13, 14, 15
CHEBI:68410	0	6
CHEBI:15758	1	12, 13, 14, 15
CHEBI:68411	0	6
CHEBI:15757	0	10, 11, 12, 13, 14
CHEBI:15756	0	9, 10, 11, 12, 13, 14, 15
CHEBI:15755	0	7, 8, 9, 10, 11
CHEBI:15759	0	9, 13, 15
CHEBI:68417	0	6
CHEBI:68416	0	6
CHEBI:15770	0	11, 12, 13, 14
CHEBI:68419	0	6
CHEBI:15771	0	8, 9, 10, 11, 13, 15
CHEBI:68418	0	6
CHEBI:15772	0	8, 12, 14
CHEBI:15773	0	11, 12
CHEBI:68413	0	6
CHEBI:68412	0	6
CHEBI:15774	0	17, 19, 18, 21, 20, 15
CHEBI:68415	0	6
CHEBI:15775	0	8, 9, 11
CHEBI:68414	0	6
CHEBI:15776	0	17, 16, 9, 10, 11, 12, 13, 14, 15
CHEBI:15767	0	7, 10, 11, 12
CHEBI:68420	0	6
CHEBI:15766	0	12, 13, 14, 15
CHEBI:68421	0	6
CHEBI:15769	0	11, 12, 13, 14
CHEBI:68422	0	6
CHEBI:15768	0	17, 16, 10, 11, 12, 13, 14, 15
CHEBI:6801	0	8, 9
CHEBI:6805	0	9, 11, 12, 13, 14, 15
CHEBI:6804	0	7, 8, 9, 10, 12
CHEBI:6809	0	10, 11
CHEBI:6807	0	10, 11
CHEBI:15728	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:15729	0	11, 12, 13, 14
CHEBI:66321	0	6
CHEBI:15726	1	16, 12, 13, 14, 15
CHEBI:66320	0	6
CHEBI:15727	0	10, 11, 12, 13, 14
CHEBI:15724	0	6, 8
CHEBI:15725	0	10, 11, 12
CHEBI:15723	0	16, 14
CHEBI:52529	12	4
CHEBI:66319	0	6
CHEBI:52526	0	6, 7
CHEBI:17199	0	9, 10, 11, 12, 13
CHEBI:52525	0	12, 13, 14, 15
CHEBI:52528	0	5, 7
CHEBI:52527	0	12, 13, 14, 15
CHEBI:66315	0	6
CHEBI:15732	0	9, 10, 11, 12
CHEBI:17196	0	11, 12, 13, 14
CHEBI:52522	1	6
CHEBI:66316	0	6
CHEBI:17195	2	9, 10, 11, 12, 13, 14
CHEBI:52521	0	5
CHEBI:6682	0	9, 10, 11, 12, 13
CHEBI:15730	0	8
CHEBI:66317	0	6
CHEBI:17198	0	17, 16, 18, 10, 11, 12, 13, 14, 15
CHEBI:52524	3	11, 12, 13, 14
CHEBI:66318	0	6
CHEBI:17197	0	16, 13, 14, 15
CHEBI:52523	0	7
CHEBI:66311	0	6
CHEBI:17192	0	7, 8, 9, 10, 11
CHEBI:66312	0	6
CHEBI:17191	0	11, 12, 13, 14, 15
CHEBI:66313	0	6
CHEBI:17194	0	7, 8, 9, 10, 11
CHEBI:52520	0	5, 7
CHEBI:66314	0	6
CHEBI:17193	10	17, 16, 18, 12, 14, 15
CHEBI:66310	0	6
CHEBI:15715	0	11, 12, 13, 14, 15
CHEBI:15716	0	9, 10, 11, 12
CHEBI:15717	0	10, 11, 12
CHEBI:15718	0	11, 13
CHEBI:691622	0	10, 11, 12
CHEBI:15711	0	9, 10, 11, 12, 13, 14
CHEBI:15712	0	12, 13, 14, 15
CHEBI:15713	0	17, 16, 19, 18, 20, 10, 11, 12, 13, 14, 15
CHEBI:15714	0	7, 8, 9, 12, 13, 14, 15
CHEBI:15719	4	12, 14
CHEBI:281056	0	16, 8, 9, 10, 11, 12, 13, 14
CHEBI:52539	1	10, 11, 12, 13
CHEBI:52538	1	10, 11, 12, 13
CHEBI:66308	0	6
CHEBI:17189	0	11, 12, 13, 14, 15
CHEBI:52537	1	11, 12, 13, 14
CHEBI:66309	0	6
CHEBI:17188	128	8, 9, 10, 11, 12
CHEBI:52536	3	10, 11, 12, 13
CHEBI:66306	0	6
CHEBI:17187	6	9, 10, 11
CHEBI:52535	3	10, 11, 12, 13
CHEBI:52534	1	10, 11, 12, 13
CHEBI:6695	0	17, 16, 18, 11, 12, 13, 14, 15
CHEBI:66304	0	6
CHEBI:15721	0	12, 13, 14, 15
CHEBI:17185	0	11, 13
CHEBI:52533	1	10, 11, 12, 13
CHEBI:66305	0	6
CHEBI:17184	0	7, 8, 9
CHEBI:15720	0	5, 8
CHEBI:52532	1	11, 12, 13, 14
CHEBI:66302	0	6
CHEBI:52531	0	4
CHEBI:17183	0	9, 10, 11, 12
CHEBI:17182	0	5
CHEBI:66303	0	6
CHEBI:52530	0	4
CHEBI:66300	0	6
CHEBI:17181	0	6, 9, 10, 11, 12
CHEBI:17180	0	8, 9, 11
CHEBI:15746	0	6, 9, 10, 11
CHEBI:15744	0	17, 16, 19, 18, 13, 15
CHEBI:15745	0	11, 12, 13, 14
CHEBI:15748	0	11, 12, 13, 14, 15
CHEBI:15749	0	9, 10, 11, 12
CHEBI:52548	0	11, 12, 13, 14
CHEBI:52547	0	11, 12, 13, 14
CHEBI:52549	0	9, 10, 11
CHEBI:15750	0	9, 10, 11, 12, 13, 14
CHEBI:52540	1	10, 11, 12, 13
CHEBI:52542	0	11, 12, 13, 14, 15
CHEBI:52541	1	11, 12, 13, 14
CHEBI:15754	0	12, 13, 14
CHEBI:52544	0	11, 12, 13, 14
CHEBI:15753	0	10, 11, 12, 13
CHEBI:52543	0	12, 13, 14, 15
CHEBI:52546	0	11, 12, 13, 14
CHEBI:15751	0	17, 16, 19, 18, 13, 15
CHEBI:52545	0	12, 13, 14, 15
CHEBI:15733	0	10, 11, 12, 13, 14
CHEBI:15734	136	7, 8, 9
CHEBI:15735	0	16, 14
CHEBI:15737	0	16, 12, 13, 14, 15
CHEBI:52560	0	11, 12, 13, 14
CHEBI:15738	0	8, 10, 11
CHEBI:15739	0	10, 11
CHEBI:52558	0	12, 13, 14, 15
CHEBI:52553	3	7
CHEBI:52552	0	7
CHEBI:52551	0	8, 9, 10, 11
CHEBI:52550	0	10, 11, 12
CHEBI:52557	14	9, 10
CHEBI:15741	0	10, 11, 12, 13
CHEBI:52556	0	8
CHEBI:15740	0	7, 8, 10
CHEBI:52555	0	8
CHEBI:15743	0	10, 12
CHEBI:126237	0	10, 11, 12
CHEBI:52554	0	8
CHEBI:15742	0	9, 10, 11
CHEBI:66362	0	6
CHEBI:66363	0	6
CHEBI:66364	0	6
CHEBI:52571	0	10, 11, 12, 13, 14
CHEBI:52570	2	16, 11, 12, 13, 14
CHEBI:66365	0	6
CHEBI:66360	0	6
CHEBI:66361	0	6
CHEBI:52565	14	10, 11, 12, 13, 14, 15
CHEBI:17151	0	10, 11, 12
CHEBI:66359	0	6
CHEBI:17152	0	11, 12, 13, 14, 15
CHEBI:17153	0	10, 12
CHEBI:52567	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:52568	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:17154	0	9, 10, 11
CHEBI:66356	0	6
CHEBI:66355	0	6
CHEBI:52562	0	10, 11, 12, 13, 15
CHEBI:66358	0	6
CHEBI:52563	0	11, 12, 13, 14
CHEBI:66357	0	6
CHEBI:472805	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:52564	0	9, 10, 11, 12, 13, 14
CHEBI:17150	0	9, 10, 11, 12
CHEBI:17159	0	10, 11, 12, 13, 14, 15
CHEBI:52569	1	8
CHEBI:17155	0	13, 15
CHEBI:17156	0	8, 9
CHEBI:17157	2	12, 14
CHEBI:17158	0	10, 11, 12, 13
CHEBI:66353	0	6
CHEBI:52582	3	10, 11, 12, 13
CHEBI:66354	0	6
CHEBI:52581	1	10, 11, 12, 13
CHEBI:66351	0	6
CHEBI:66352	0	6
CHEBI:66350	0	6
CHEBI:52578	1	10, 11, 12, 13, 14
CHEBI:6651	0	8, 9, 10, 11, 12
CHEBI:17142	0	11, 12, 13, 14
CHEBI:6650	2	10, 11, 12, 13
CHEBI:17143	0	9, 10, 11, 12
CHEBI:17140	0	12, 14
CHEBI:66349	0	6
CHEBI:52576	1	8, 9, 10, 12
CHEBI:17141	0	8, 9, 10
CHEBI:66348	0	6
CHEBI:52577	2	8, 9, 10, 12
CHEBI:52574	0	10, 11, 12, 13, 14
CHEBI:52575	4	8
CHEBI:66346	0	6
CHEBI:52572	7	17, 16, 11, 12, 13, 14, 15
CHEBI:66344	0	6
CHEBI:17148	0	10, 11, 12
CHEBI:17149	8	10, 11
CHEBI:17146	0	9, 11, 12, 13, 14, 15
CHEBI:17147	0	7, 8, 9, 10, 11, 12
CHEBI:17144	0	11, 12, 13, 14, 15
CHEBI:17145	0	17, 16, 19, 18, 20, 12, 13, 14, 15
CHEBI:15709	0	17, 16, 10, 11, 12, 13, 14, 15
CHEBI:15708	0	9, 10, 12
CHEBI:15703	0	11, 12, 13, 14
CHEBI:15702	0	9, 10, 11, 12, 13
CHEBI:15701	0	10, 11, 12, 13, 14, 15
CHEBI:15700	2	17, 16, 19, 18, 13, 15
CHEBI:66340	0	6
CHEBI:15707	0	11, 12, 13, 14
CHEBI:52591	0	8, 9, 10, 11, 12, 13, 14
CHEBI:66341	0	6
CHEBI:52590	0	10, 11, 12, 13, 14
CHEBI:15705	60	10, 11, 12, 13
CHEBI:52593	0	4
CHEBI:66343	0	6
CHEBI:52592	0	10, 11, 12, 13, 14
CHEBI:15704	1	8, 9, 11, 12, 13, 14
CHEBI:66334	0	6
CHEBI:52583	0	9, 10, 11, 12, 13, 14
CHEBI:17170	0	11, 12
CHEBI:66333	0	6
CHEBI:52584	0	17, 16, 11, 12, 13, 14, 15
CHEBI:66336	0	6
CHEBI:52585	0	17, 16, 18, 12, 13, 14, 15
CHEBI:66335	0	6
CHEBI:17172	0	11, 12, 13, 14, 15
CHEBI:17173	1	12, 14
CHEBI:66338	0	6
CHEBI:52587	0	17, 16, 18, 12, 13, 14, 15
CHEBI:66337	0	6
CHEBI:15710	0	9, 11
CHEBI:52588	0	17, 16, 11, 12, 13, 14, 15
CHEBI:17174	0	10, 11, 12, 13, 14, 15
CHEBI:17175	0	9, 10, 11, 12, 13
CHEBI:52589	0	11, 12, 13, 14, 15
CHEBI:66339	0	6
CHEBI:17177	2	8, 9, 10
CHEBI:17178	0	7, 10
CHEBI:17179	0	10, 11, 12
CHEBI:180847	0	8, 9, 10, 11
CHEBI:66331	0	6
CHEBI:66332	0	6
CHEBI:66330	0	6
CHEBI:52596	0	16, 11, 12, 13, 14
CHEBI:66325	0	6
CHEBI:17160	0	10, 11, 12
CHEBI:52597	0	17, 16, 18, 12, 13, 14, 15
CHEBI:17161	0	17, 16, 12, 13, 14, 15
CHEBI:52594	0	16, 11, 12, 13, 14
CHEBI:66323	0	6
CHEBI:66322	0	6
CHEBI:52595	1	8, 9, 10, 11, 12, 14
CHEBI:17164	0	10, 12
CHEBI:66329	0	6
CHEBI:6673	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:66328	0	6
CHEBI:17165	1	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:52598	0	16, 11, 12, 13, 14
CHEBI:66327	0	6
CHEBI:17162	0	9, 10, 12
CHEBI:52599	0	16, 11, 12, 13, 14
CHEBI:66326	0	6
CHEBI:17163	0	9, 10, 11, 12
CHEBI:17168	0	11, 12, 13
CHEBI:17169	0	8, 10, 11, 13
CHEBI:17166	0	11, 12
CHEBI:17167	0	11, 13
CHEBI:29461	0	7, 9, 10, 11, 12, 13, 14
CHEBI:66399	0	6
CHEBI:29467	0	10, 11, 12, 13
CHEBI:29473	0	13, 15
CHEBI:29472	0	9, 11
CHEBI:29479	2	8, 9, 11
CHEBI:597326	0	6, 8, 9, 10
CHEBI:66388	0	6
CHEBI:66389	0	6
CHEBI:29476	0	8, 10, 11, 12, 13, 14, 15
CHEBI:66396	0	6
CHEBI:66395	0	6
CHEBI:66398	0	6
CHEBI:66397	0	6
CHEBI:66392	0	6
CHEBI:66391	0	6
CHEBI:66394	0	6
CHEBI:66393	0	6
CHEBI:29440	0	6, 9
CHEBI:29441	0	3
CHEBI:66379	0	6
CHEBI:29442	0	4
CHEBI:29443	0	2
CHEBI:29444	0	3
CHEBI:66377	0	6
CHEBI:66378	0	6
CHEBI:29445	0	7
CHEBI:29446	0	7
CHEBI:29447	0	7
CHEBI:29448	0	4, 6, 8
CHEBI:29449	0	6, 7, 8, 9
CHEBI:66383	0	6
CHEBI:66382	0	6
CHEBI:29439	0	6, 9
CHEBI:66381	0	6
CHEBI:66380	0	6
CHEBI:66387	0	6
CHEBI:66386	0	6
CHEBI:66385	0	6
CHEBI:66384	0	6
CHEBI:29451	0	4
CHEBI:29452	0	9, 10, 11, 12
CHEBI:29450	0	6, 8
CHEBI:66366	0	6
CHEBI:66367	0	6
CHEBI:66368	0	6
CHEBI:66369	0	6
CHEBI:29457	0	16, 10, 11, 12, 13, 14, 15
CHEBI:66370	0	6
CHEBI:66372	0	6
CHEBI:66371	0	6
CHEBI:66374	0	6
CHEBI:66373	0	6
CHEBI:66376	0	6
CHEBI:66375	0	6
CHEBI:29425	0	4
CHEBI:29424	0	5, 7, 9
CHEBI:29427	0	6, 7
CHEBI:29426	0	5
CHEBI:29421	0	6, 7, 8, 9
CHEBI:29420	0	4, 6, 8, 10
CHEBI:29423	0	5, 6, 7, 9
CHEBI:29422	0	6, 7, 8, 9
CHEBI:22198	2	11, 12, 13, 14
CHEBI:22195	37	10, 11, 12, 13
CHEBI:22194	2	11, 12, 13, 14
CHEBI:22193	2	16, 13, 14, 15
CHEBI:22191	0	7, 9, 10, 11
CHEBI:29417	0	6, 8, 10
CHEBI:29418	0	6, 8, 10
CHEBI:29419	0	6, 8
CHEBI:29438	0	6, 9
CHEBI:29437	0	5, 8
CHEBI:29436	0	5, 8
CHEBI:29435	0	5, 6, 7, 8
CHEBI:29434	0	5, 8
CHEBI:29433	0	2
CHEBI:29432	0	2
CHEBI:29431	0	3
CHEBI:29430	0	5
CHEBI:29428	0	6, 7, 9, 10
CHEBI:29429	0	4
CHEBI:29401	0	5, 8
CHEBI:29400	0	5, 8
CHEBI:52501	0	8, 10
CHEBI:29403	0	5, 8
CHEBI:29402	0	5, 8
CHEBI:52502	2	9, 10, 11, 12, 13
CHEBI:29405	0	5, 6, 7, 8, 9, 10
CHEBI:52500	2	7, 8, 9, 12, 13, 14, 15
CHEBI:29404	0	5, 7, 8, 9, 11
CHEBI:52505	0	16, 10, 11, 13, 14, 15
CHEBI:52506	0	11, 12, 13, 14, 15
CHEBI:52503	1	10, 11, 12, 13, 14
CHEBI:52504	0	16, 10, 11, 13, 14, 15
CHEBI:52509	1	11, 12, 13, 14
CHEBI:52507	11	9, 10, 11, 12
CHEBI:52508	6	10, 11, 12, 13
CHEBI:22178	0	9, 12
CHEBI:22177	4	7, 10
CHEBI:29412	0	6, 7, 8, 9
CHEBI:29411	0	4
CHEBI:29410	0	4
CHEBI:29416	0	4, 6, 8, 10
CHEBI:52510	0	12, 13, 14, 15
CHEBI:52511	0	10, 11, 12, 13
CHEBI:29415	0	5, 7, 9, 11
CHEBI:52512	0	9, 11
CHEBI:29414	0	5, 7, 9, 11
CHEBI:52513	5	8, 9, 10, 11
CHEBI:29413	0	6, 8
CHEBI:22179	2	8, 11
CHEBI:52514	3	10, 11, 12, 13
CHEBI:52515	1	9, 10, 11, 12
CHEBI:52516	1	11, 12, 13, 14
CHEBI:52517	0	12, 13, 14, 15
CHEBI:52518	0	4
CHEBI:52519	0	5
CHEBI:22187	19	9, 11
CHEBI:29408	0	4, 7, 8, 9, 10
CHEBI:29409	0	4
CHEBI:29406	0	5, 6, 7, 8, 9, 10
CHEBI:29407	0	7, 8, 9, 10
CHEBI:22280	2	7
CHEBI:22285	0	11, 12, 13, 14
CHEBI:22279	2	6
CHEBI:22278	57	10, 11, 12, 13
CHEBI:582124	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:22271	5	8, 9, 10, 11
CHEBI:22273	0	7, 8, 9, 12, 13, 14, 15
CHEBI:22266	4	10, 11, 12, 13
CHEBI:22263	0	7
CHEBI:22261	0	7
CHEBI:22260	125	10, 11, 12, 13, 14, 15
CHEBI:22259	0	5
CHEBI:22256	75	17, 16, 19, 18, 11, 12, 13, 14, 15
CHEBI:22251	47	17, 16, 19, 18, 20, 10, 11, 12, 13, 14, 15
CHEBI:22235	2	8, 10, 12
CHEBI:22231	4	12, 13, 14, 15
CHEBI:22226	8	9, 10, 11, 12
CHEBI:22229	6	7
CHEBI:22221	248	3
CHEBI:22216	5	12
CHEBI:22213	27	8, 9, 10, 11
CHEBI:22211	2	9, 10, 11, 12
CHEBI:22210	2	8, 9, 11
CHEBI:29489	0	13, 15
CHEBI:22205	2	7
CHEBI:29484	0	11, 13
CHEBI:22201	4	11, 12, 13, 14
CHEBI:22204	2	11
CHEBI:17101	0	5, 8, 9, 10, 11, 12
CHEBI:17100	0	16, 12, 13, 14, 15
CHEBI:17103	0	16, 11, 12, 13, 14
CHEBI:17102	20	8
CHEBI:17105	0	9, 10, 12
CHEBI:17104	0	9, 10, 11, 12
CHEBI:17106	1	16, 13, 14, 15
CHEBI:15684	0	16, 10, 11, 12, 13, 14, 15
CHEBI:15683	0	8, 9, 11
CHEBI:15682	0	10, 11, 12, 13
CHEBI:15681	0	16, 11, 12, 13, 14
CHEBI:15688	2	10, 12
CHEBI:15687	0	11, 13
CHEBI:15686	0	11, 13
CHEBI:15685	0	8, 9, 11
